w1,w2,w3,w4
23.652142782726557,5.350250786661236,-1.323481531340119,0.13754304817439789
24.178901474847038,5.044081732475294,-1.2414653376623894,0.12968804108809648
23.617519172016628,5.015504105643807,-1.2330825077282241,0.12899066365498124
23.104528522521605,5.006657610320938,-1.2310358551029752,0.1295488980169274
24.262758134416714,4.921734458661324,-1.2002552629750693,0.1263030330512438
24.560083339570244,4.79775048423288,-1.1801085663024424,0.12482416188484807
24.18287516669865,4.801310935279095,-1.1802599650319678,0.12502307177271726
23.79202542340166,4.82628172852854,-1.1886177757727,0.12666044509659755
23.523958190649775,4.873816267858594,-1.1985992406591526,0.1281883544811478
23.432111131244515,4.89851715859998,-1.1929963054382635,0.12646506595473495
23.99998846803144,4.774599650295259,-1.1645776944002917,0.12410242882456689
23.872922079678673,4.777286140748386,-1.1797841630197645,0.12660637177377462
23.42183711395625,4.809984368469908,-1.1902917019068322,0.12840805978324307
22.969173569774206,4.847798206579394,-1.1917890942011797,0.1289421859692595
23.152993719908018,4.872880222897625,-1.1932607787537384,0.12938748731315083
23.860282343755443,4.819748994420921,-1.1847995181544706,0.1292745093287258
24.084240334669115,4.7677261255758685,-1.1842250032542054,0.12979226817855372
23.657233155415092,4.767207476553219,-1.1825679316707944,0.13049113888098682
22.988405386590642,4.868182179323806,-1.2119867521025387,0.13463409150086728
22.626120893453134,4.904664866145826,-1.2307355191080198,0.13762096793455234
22.43028033573336,4.926333497974921,-1.2319574508406619,0.138441546844865
22.56257123525376,4.928360526061145,-1.2430272105390336,0.1417753016295154
22.51112884626544,4.947518859459176,-1.2467747901016872,0.14230812312967694
22.364685946439728,4.9918705391562685,-1.2569507329098966,0.14348667818961572
22.452254168238518,4.961883287714927,-1.2395797068180576,0.13882001672659391
23.25611382242244,4.895693115250346,-1.2204475230676857,0.13765295024616128
23.809051359987976,4.8228919350241926,-1.1994040253109965,0.13572007787491977
23.812611175396178,4.818823922700789,-1.211381094994316,0.13858367787410145
23.485773305505234,4.886593068002963,-1.2309069561844415,0.14182900696602327
23.335630969417235,4.889810347280577,-1.2373000337720752,0.14352079865601292
23.31878944338384,4.938750937686442,-1.253100204012759,0.14662009136829152
23.59462183654963,4.9385999195170225,-1.249795540105266,0.14707961704906328
23.845939793350475,4.918503275482216,-1.254289004345183,0.14886234960862224
23.540855205337216,4.973749718805503,-1.2767700909395285,0.1527446426596748
23.3098907818191,5.021666599606103,-1.3095720945735014,0.15857391164505893
23.121356001616768,5.085273996017336,-1.3404157346668046,0.1642114235729408
23.061541171699194,5.120119430619537,-1.3483969076050635,0.16634165060527803
23.302076136315414,5.119938908492928,-1.3389180088337034,0.16552888294139217
