w1,w2,w3,w4,w5,w6,w7,w8,w9
2.774487112820548,13.68104501803206,-121.08539347557024,564.0083097152009,-1473.9274808949872,2223.051380629908,-1889.9922871088502,821.1996873812973,-135.6034382694837
2.775651388370825,14.31235653232914,-130.1421904267494,620.3447532799491,-1661.7988608889573,2582.707083652381,-2285.628693769513,1053.5910668648385,-192.05534447941955
2.8220799797110825,13.230445687118817,-119.2419186148498,563.7331843669863,-1495.188021937473,2294.3835579436654,-1995.4056154867833,896.5444590059592,-156.77154083260004
2.78256262032384,14.508861600581005,-134.05036496583236,647.8801985397407,-1759.8215536855478,2777.7449057302697,-2505.4422224826476,1184.770903656904,-224.26762051937803
2.7617361787636803,15.060286615212014,-139.80564685079966,678.9378576225079,-1854.9658214375124,2949.1635999376945,-2685.0301849871407,1285.9038595734582,-247.92066769724985
2.7539851117015974,15.465806855962647,-145.09419191746537,710.5350864277866,-1956.804697065712,3137.636153293869,-2885.402439821656,1399.6602843354797,-274.64496327726437
2.7245285434717728,16.607524093856565,-159.2155923688204,793.3944744651885,-2222.331271295187,3628.7577864318873,-3408.4012310635803,1697.305759069875,-344.73874715915383
2.8392751543005588,13.249353607033148,-121.63860603856023,584.6120023362888,-1576.678915992182,2465.701399428299,-2196.068348216306,1019.9226652647109,-187.83022451405273
2.809494263821691,14.128154525840847,-131.4382394990437,638.8547533188879,-1743.8057205957384,2765.747190645669,-2507.915664237092,1193.756980601145,-228.02953198862258
2.774836023054637,15.141451338554027,-142.71638754961572,701.4466635081385,-1937.5526509596268,3115.4486066499185,-2873.327519395365,1398.4766355815264,-275.58473363349816
2.725884758848967,16.64697246160203,-159.8315287592419,797.1709066545259,-2234.5223155707913,3651.379527843473,-3432.6917043721883,1711.3840228592871,-348.1569624100463
2.8397215751695666,13.263644898481088,-121.57544779238795,583.1365038930687,-1569.3362750573185,2448.7025513451435,-2175.479209625805,1007.3253045455006,-184.76586108100972
2.7840504894581586,14.990141965380314,-141.2738021239469,693.4878183241663,-1912.0171877364503,3067.571069131815,-2821.7830365945993,1369.0428201719492,-268.6935894328328
2.7567421202264693,15.760848896941889,-149.85708217779543,741.1898921671974,-2059.6746303919444,3333.5986135311814,-3098.837656737573,1523.5708133497712,-304.4008910477299
2.860024406679079,12.778821406009218,-116.96803330105084,559.9389229131463,-1501.6171227499003,2330.5353205112374,-2054.203503044425,939.9242589448586,-169.13780450252236
2.831623176875483,13.571658501876666,-125.84449592529543,609.5330763209744,-1655.7257293973819,2609.071061323657,-2345.1425230384184,1102.669613030784,-206.8542216608259
2.7878977251727917,14.954746680472969,-141.87487867496625,700.2585632677333,-1939.376063806978,3123.7643460903714,-2884.539926585244,1405.3833608968835,-277.24997387823606
2.745135555414908,16.057445376972755,-153.24665382300802,760.2644220473939,-2118.6319461374324,3438.8232810852564,-3206.983231785927,1583.0272162227234,-317.94854720145054
2.719858016808037,16.892786618136594,-163.1467134803299,816.9577699746696,-2297.201656656088,3764.547324052208,-3549.683715233884,1775.932651526851,-362.9119626665697
2.8220707169463077,13.830227766620597,-127.78896893129995,617.149404499896,-1674.5792997286133,2639.8561977161116,-2376.93806769881,1121.189561353031,-211.43495935455994
2.742447972190444,16.461962066314005,-158.4507679955704,791.2694237860486,-2220.605622841336,3633.591537180188,-3421.498526768348,1709.200924216785,-348.6080443513042
2.819334701400386,14.051562630510134,-130.7736626503171,634.8577239532068,-1730.6988773331918,2741.8610705911647,-2483.659274067958,1181.0142348769616,-225.36551690736516
2.8629080892765573,12.739704693849653,-116.170705028971,554.0261744912555,-1480.95189295524,2291.2444406821937,-2012.322288210547,916.3942363948777,-163.7143922486699
2.816343214827519,14.169911458246338,-132.62621271850017,646.7409441850618,-1769.725165835173,2813.351806228034,-2557.5563103738396,1221.305316081417,-234.37043310580677
2.745480760147016,16.330783311358385,-157.36592887122646,786.156995069029,-2204.8714381577756,3602.314529599572,-3383.9920770376775,1684.9314295212391,-342.1458194756582
2.863083396882946,12.65425474601175,-115.06605488833232,547.2119343228927,-1457.4764094418545,2244.1320490056883,-1957.9299358027904,883.0388494080162,-155.31836890353958
2.7740524709513323,15.334948473849375,-145.46882129687404,717.2598278256107,-1985.2562368338347,3196.973480322871,-2952.6909587738296,1439.566475571333,-284.3876714699034
2.736177401878409,16.424482366392898,-157.6826181747651,785.3545882377198,-2196.424590454975,3578.090213026305,-3350.429484258053,1661.9643540739771,-335.92917192508855
2.8403613857236865,13.404105963700351,-124.18637527983572,599.9794160282584,-1623.9275672210738,2546.734847165129,-2274.4136573068117,1059.8959428536925,-196.21837996140135
2.7699132901401096,15.509538220143556,-148.1399448126806,734.5463575218095,-2043.1670113264443,3305.8393298704145,-3068.6413608778316,1504.9438547071106,-299.5548064516016
2.803322557284096,13.949991107220843,-128.41390022836828,624.2030926604408,-1719.5829232443818,2774.994637611992,-2582.548904743915,1275.9541185815956,-257.2905903172081
2.800793793111826,14.12722036929822,-130.6574238875048,637.6644443216919,-1763.6772173298882,2858.8690052703964,-2675.1705319159782,1331.011727599781,-270.8975849092678
2.8187009834128576,13.56083618017919,-124.50919604326303,604.0982635096036,-1660.231093283366,2671.375604306936,-2477.3954497637383,1218.8178377460108,-244.46384308858293
2.8300011981647275,13.145338121479416,-119.94148563298877,579.0049659370255,-1582.4174680816345,2529.3247017422846,-2326.3671034009276,1132.4230503304327,-223.9307048071123
2.7958734682703663,14.062747114656908,-130.1963305956316,636.464742900941,-1761.6484082776208,2854.6510812802226,-2667.7230205442274,1324.2721602562517,-268.6081328040668
2.8211227898033995,13.336230074691718,-121.80712074417161,588.7877365391206,-1611.7890603730002,2581.2855310791847,-2379.817962638648,1161.9815130923294,-230.7255889133885
2.8443220106029243,12.578011981985336,-113.38788764332641,542.3001858027915,-1468.0550134229682,2321.1947106698703,-2106.6589588149313,1007.9133521900753,-194.65566154767845
2.8191841095291346,13.200781548067495,-120.11855905604673,579.2738443571386,-1581.5189109698902,2523.8757747996647,-2315.9068885581046,1123.6049247460503,-221.1575416813153
2.8412579572236587,12.476883672016324,-111.97434207806387,533.667390217067,-1438.789997603694,2263.062587124207,-2039.8145034331774,966.8580875496219,-184.2541699567466
2.7896610146390617,13.786223226108188,-125.46572184299752,605.218020960528,-1653.9472852579215,2643.737073266603,-2431.843006083772,1184.0882528026486,-234.29123368875767
2.8153952277606176,13.099140298687622,-117.63226422244387,560.6706803684034,-1513.688577431332,2387.887323540699,-2162.8837430747517,1032.9757389817717,-199.1695535490092
2.8216719305919886,12.877556950231595,-115.20561476899884,547.5921091360831,-1474.072160225963,2317.3861357190444,-2089.877421764435,992.3260887941688,-189.7734485503016
2.8461312439240287,12.324617686411873,-109.01812118523179,505.941625537647,-1310.9709029526673,1948.8039886182644,-1618.4996163553208,676.4067078795587,-103.71716304622058
2.796780497407364,13.317289624978294,-118.94140804903638,564.8680055469906,-1520.584032281767,2391.8753027376433,-2159.6644119890166,1027.6085168939342,-197.20082266584907
2.8090594017834367,12.910245016093244,-115.0353349604554,545.607182589586,-1465.3275703250642,2296.1390044685254,-2061.1711246706463,972.3283615110818,-184.18639632656456
2.8291164255365295,12.14731666331162,-105.93354468167857,493.5663731561104,-1301.5188230545716,1996.9473325317222,-1745.405962777097,793.7708871675508,-142.32745336140022
