w1,w2,w3,w4,w5,w6,w7,w8
18.968295086440108,-192.2553327413843,998.9413131411828,-2903.1479865929973,4913.69398701576,-4794.56662670039,2493.023565603531,-533.2541744077914
16.551290370292502,-164.05305737920958,846.470297464458,-2454.517237250992,4153.522054225368,-4056.070741835664,2112.420516986669,-452.9913033608174
16.267954998178972,-159.93297945394863,820.0000070044983,-2364.694699063543,3980.775085706345,-3866.8279470922957,2002.395604332916,-426.65295150675973
15.533397155318328,-151.04019074380972,768.761769233213,-2201.86536719547,3680.146297930453,-3546.033767147798,1819.053157738978,-383.23897040281605
15.83010707225353,-154.16676165645487,786.0612114382976,-2255.0346642624204,3774.369178517121,-3641.8128380162257,1870.899282549499,-394.81458740922113
15.88744626376034,-154.12322369243435,783.4671999870127,-2241.2658144948778,3740.634743079823,-3598.2388761015955,1842.1821176053593,-387.2010122871613
15.908425584289573,-157.56384954941964,804.1718948773474,-2295.443787081026,3810.306089666735,-3635.838631887622,1840.8738987601494,-381.09579142544465
15.329116370525114,-147.12539814890053,741.8098133475681,-2105.731125010497,3486.267152768848,-3323.693249886319,1684.0268598267348,-349.55195699941873
14.394652899886891,-136.11248308576728,679.1606228625237,-1909.7821392434478,3131.258193381151,-2952.524656899081,1476.3099294355134,-301.39946191511797
15.110712140762562,-143.54675158746574,719.050276443801,-2030.6965439607718,3346.2855924534124,-3174.6934624318574,1599.673831415114,-329.84898006791224
16.255618285664035,-157.25871605351637,789.9552965289823,-2217.7472515080926,3608.7229241773275,-3359.5824122249046,1649.0674853949436,-328.0130719154213
14.734056724212774,-139.198790358543,694.3566129730834,-1952.8352422605114,3203.4220545205944,-3023.1482761096745,1513.6258092448747,-309.6278032603512
18.712592767895345,-189.86385515003332,986.0761376275378,-2862.473896228551,4837.741586425675,-4712.1945683785125,2445.126603557244,-521.7218228712215
14.253937377592901,-132.42126350218206,652.0049472306321,-1810.7658779238247,2930.6047608169724,-2723.220780918428,1338.1506472325775,-267.2820635400663
13.650288230764227,-124.56806112689362,604.9206857560484,-1657.3848561692269,2642.755488455842,-2412.5834386227903,1159.1667406015672,-224.64069712553226
13.610093059999254,-124.21624929354333,603.9771063217961,-1656.546856477975,2643.053351480811,-2413.1919472606237,1159.0167317423206,-224.38021054556424
15.303262167346972,-147.0393024065498,741.8555492014005,-2113.895979129513,3523.672305417647,-3391.9427053508903,1740.678804463244,-367.3413752117697
15.974079980978678,-155.98031959110486,795.2315283007215,-2282.7097435563996,3827.3574834588567,-3704.024843883195,1911.3065818878963,-405.8319107605487
15.721483810864953,-152.1126500128561,770.594724123863,-2198.0711572945643,3659.984908529471,-3514.0912990859283,1796.5803055112508,-377.2740369803847
17.127737034758997,-172.46164874600223,891.2690338509364,-2574.0717491123864,4324.917334281797,-4183.284258768223,2152.259660288503,-454.4188003684723
15.735394664622786,-151.5029248499665,765.470633426172,-2178.3019215109834,3617.657006625939,-3462.9772212260805,1764.085884084701,-368.82394949141826
13.808308158613071,-128.26938596054524,630.9205052782381,-1749.3635468810517,2825.1412662206994,-2618.008779613042,1282.0062278398698,-254.9327611118886
13.722039408010295,-126.3182214194191,616.8326443316905,-1698.6445207144684,2723.637842033585,-2503.3911586233253,1213.6767246606826,-238.20834982649563
13.886513836635592,-127.81823610331676,624.6021013917668,-1721.7984283571445,2764.0550418599273,-2544.1080534648554,1235.5658508424392,-243.06517782456714
13.291068784135689,-120.39412282569921,581.2546315353529,-1582.8317457318406,2505.776356718015,-2266.9333741827,1076.300355142379,-205.15003051458925
17.14602298951813,-167.39749356407876,845.7112539264909,-2398.199615443518,3964.0146999485983,-3772.9781279301783,1908.1870807406772,-395.1141415832652
13.183372977200113,-118.38619346434501,567.7074498043902,-1535.304690933565,2411.2692971454717,-2159.820803832531,1011.8764933761842,-189.20309977993853
13.618878179751514,-122.5789048048635,589.5563358918378,-1600.163678068783,2524.157180522536,-2273.687433614093,1073.4204292110135,-202.9756787681643
14.101946054010373,-127.59719009252282,616.7004067577484,-1683.0661911217926,2672.299674392995,-2427.061018719316,1158.5498760849987,-222.55915300942266
13.370898060468784,-119.24089457072868,569.4807497507069,-1534.7263698312984,2401.2828749964756,-2140.973039830291,996.8775607386643,-184.72308719277183
13.144517675431656,-116.33150707701608,552.7549545636406,-1481.8026945977542,2303.3896346772203,-2035.6472233664776,935.8638266307139,-170.02105594308279
15.384915976717554,-145.35876274924303,715.612782598539,-1978.1753639567694,3179.8865966053067,-2928.8759824413864,1421.973406937461,-279.113605666047
20.506627446717175,-212.2179994286943,1118.5893033758202,-3289.891226118647,5630.440016235885,-5556.428547797249,2924.805222611776,-634.3656661576583
12.156100052235221,-104.82856187948741,487.272536737515,-1274.8923676561071,1922.993817279892,-1631.3974715586974,705.7881242699527,-115.7685987715403
13.417499727003408,-118.59564571032897,564.0995612097233,-1514.2360756206745,2356.6301943838275,-2085.001422552234,959.629709278874,-174.56603048101744
13.03795445647255,-114.20768813612102,538.7419745934924,-1433.1000743623663,2206.1823072827874,-1924.1393598493212,867.6386149125618,-152.78636990691723
12.379881599651803,-106.07831918578673,492.4614200371671,-1288.545707557495,1944.1396882609258,-1649.5176770588453,713.3895643336756,-116.86748107640557
12.097799549543193,-102.93651658878063,473.48253322992974,-1224.1062628436407,1817.2352763885713,-1505.7739650624899,626.6020551209001,-95.24658475061193
17.25160390839191,-173.50781334276851,895.8200445030652,-2584.9514293632496,4339.242801138684,-4192.859829669856,2154.626371985622,-454.27465355850796
12.530996736736713,-107.47616898885886,499.0552460012253,-1305.3259898649212,1967.3946645665437,-1665.9785636455426,717.9587778543545,-116.78682896961116
12.55675527885238,-108.46013758665262,506.94461891124854,-1333.6177603937304,2021.3918390627398,-1722.8334526102017,749.1047733968311,-123.71015560101132
11.567313804000236,-96.02798432580884,432.9005677952168,-1093.3464783468203,1572.472308368105,-1240.8588996224225,472.9553523400604,-58.30748403158316
12.148201857390239,-105.26613475623235,493.3255120263434,-1298.3811088081131,1964.5026506001818,-1666.7848751435045,718.2810987539467,-116.46560215920972
12.361208782950115,-108.13166990971209,511.28312838124765,-1358.199851422035,2077.663045118271,-1788.9359169491586,788.354569679262,-133.030181000238
11.126936123230978,-91.70521109542318,412.11868320291256,-1035.5914963010466,1475.0780652508538,-1142.3998733338944,418.07339823632026,-45.34913765922622
11.833638600070751,-100.24463688171976,461.7635062438011,-1193.1235954958117,1763.2194415218835,-1445.5493696432065,588.4017588182187,-84.92543263748954
10.243634540444617,-81.1649075262342,350.48500332543165,-836.4783012579775,1102.4977815816274,-740.6674786710047,186.57840099964704,9.837477338226272
17.236675561246372,-169.07629524074795,857.147849534498,-2436.751122867608,4035.4303664394843,-3846.9364545048775,1948.333344898921,-404.0099356850461
10.720448767150472,-87.09391425924586,385.8611093873931,-950.8944085087795,1314.5870448118114,-965.8292909177308,313.8286028390493,-19.830693653972613
11.03314229324921,-90.80911803156029,407.4368966686965,-1019.0401760885019,1438.1355850289322,-1094.2733249245462,384.98422611863214,-36.10435656155551
10.267484278328016,-81.97422675808717,357.071450534351,-859.6188657085673,1144.7199148605653,-782.2032125531472,207.23782406686075,5.840894230196769
10.962141057607685,-92.33255649667736,423.62349686428496,-1083.5126398257853,1570.648674058317,-1243.398468678064,472.21279954194574,-56.847673370408636
11.400936132964729,-97.1310001733166,449.22481051410807,-1162.8112974039807,1718.6952301575523,-1406.7454537434196,569.9935014735245,-81.26983600573699
16.446510758494163,-160.39056529384854,809.3977125286069,-2290.06108180569,3772.391399765551,-3573.6854274933503,1796.0738241867737,-368.82484038735447
10.646619541295962,-86.99542845844056,387.9522531341099,-962.1659877051424,1340.3107262134693,-996.3858167287582,332.31675929267806,-24.328502670854018
11.18776294476202,-94.86243913552707,436.966591332307,-1122.2583985144402,1636.144625866904,-1307.54243408375,505.9104707199067,-64.18268256909153
9.823884711262956,-78.16086939355473,339.1087645917622,-808.555197688749,1055.656260669232,-689.3042738444597,154.14662789670058,18.613761925878272
10.22934062617057,-82.65133874372476,364.0118041700061,-886.0805095533582,1196.681502651054,-837.7907246709395,237.9113763310031,-0.9679815723473841
9.881453900259832,-78.70895942385596,341.79489301531805,-816.5369354595898,1070.2232150746324,-705.0410252742479,163.35753445486105,16.363340200785366
17.2330361039682,-174.61794502554633,906.0570696778465,-2623.2434405697836,4413.988911221231,-4272.8763592568675,2199.1773317693055,-464.3747364136738
10.720641972777297,-89.18047720434653,403.86370471812177,-1016.0192889407144,1438.2759277447005,-1094.6141747998722,383.1781695901318,-34.86496370654134
10.553881602166202,-88.69839897040886,405.15562144718245,-1026.3140920524265,1462.4533296612908,-1122.2669998823833,398.7888819559416,-38.32399720450503
10.655314730599985,-88.32937195441438,398.04409354483397,-992.6043750523037,1384.3420430408282,-1025.044843647197,336.48877820632623,-22.181726529167825
9.506948851415292,-75.24187049888248,323.7056537126013,-758.7718915714448,957.4665277055402,-575.0945424017702,82.58481456597765,37.174249650855735
10.171670778731777,-83.01922300149883,368.35586826227444,-900.6522323988132,1219.2518103216132,-854.0303058544712,241.68382181627817,-0.4117749770656064
19.689345605179003,-203.11561684441637,1068.171477141581,-3132.6101386219775,5341.97949926725,-5248.376125305666,2747.8021701373254,-592.1204913102284
9.539708992310548,-75.54258528598827,325.26538954525444,-763.8043517863445,967.4765033520737,-586.8192319276078,89.94972474657992,35.26770547434339
10.59112122602399,-85.58500172837516,373.800746244694,-901.5914019248969,1205.084541471732,-830.3503119001434,226.2167226600136,3.204126703490785
11.169316334809116,-93.10509080421414,418.9231416077969,-1051.3433339342798,1495.6786191575488,-1158.4727600174394,425.4202916271727,-46.92559777894366
11.333005107471964,-95.53928544502399,435.6080548288302,-1109.8312906672775,1609.4188635312378,-1282.8455485632355,496.99132957567736,-63.78247706317415
11.424734250422333,-96.60477756639821,441.8898933318789,-1128.8003411113625,1640.5830288946847,-1310.5737348933483,509.15620471914445,-65.70868920522871
10.612836988938993,-87.75513019828465,393.29061947150905,-978.1848900893334,1366.3042106263276,-1019.9347460546746,343.45335978291865,-26.440607486373892
