Voltage_measured,Voltage_load,Current_load,Current_measured,Temperature_measured,Time,Capacity
4.20043680612478,0,0.0006,-0.000766584131369256,23.7496970251499,0,1.47697117977506
4.20024564969306,4.216,0.0004,0.000527971171377309,23.7434781093058,9.422,1.47697117977506
3.99353477645157,2.991,2,-1.98879050775711,23.7671115992364,19.578,1.47697117977506
3.97389957451746,2.999,2,-1.98800917385255,23.8434896791866,28.969,1.47697117977506
3.95873344914689,2.986,2,-1.9864645458725,23.9335647015169,38.265,1.47697117977506
3.94565782205441,2.974,2,-1.99043163107429,24.0338236029111,47.625,1.47697117977506
3.93442743678019,2.963,2,-1.99011936443887,24.1237245593163,57.031,1.47697117977506
3.92438416573143,2.955,2,-1.99220128112049,24.2208094383647,66.344,1.47697117977506
3.91541886151333,2.948,2,-1.98944505549346,24.3342216015384,75.719,1.47697117977506
3.90708666622717,2.942,2,-1.99071390373578,24.440622943102,85.078,1.47697117977506
3.89944114791158,2.937,2,-1.9889395649463,24.5441687217733,94.469,1.47697117977506
3.89243449209383,2.935,2,-1.98993741516476,24.6662653008003,103.844,1.47697117977506
3.88578665289652,2.934,2,-1.98742701216006,24.779613742755,113.187,1.47697117977506
3.87942757068568,2.931,2,-1.99000933025722,24.8914039254593,122.547,1.47697117977506
3.87352966736265,2.929,2,-1.99016179560807,24.9926623524582,131.89,1.47697117977506
3.86796977968597,2.925,2,-1.98928395617204,25.1137804064393,141.281,1.47697117977506
3.86269787054145,2.921,2,-1.9870290041645,25.2163984085041,150.64,1.47697117977506
3.85749684165376,2.917,2,-1.98952269093689,25.3403692088974,160.078,1.47697117977506
3.85274028827752,2.913,2,-1.98853199131462,25.4486821602938,169.437,1.47697117977506
3.84817699409959,2.909,2,-1.98950044434725,25.5621367953531,178.812,1.47697117977506
3.84393222276627,2.905,2,-1.98963813440686,25.6686208523044,188.187,1.47697117977506
3.8396512172457,2.901,2,-1.98833532899516,25.7756371766992,197.531,1.47697117977506
3.83561082246082,2.898,2,-1.98725314244906,25.8655494762124,206.859,1.47697117977506
3.83190649898111,2.895,2,-1.98804764594581,25.9895337152361,216.187,1.47697117977506
3.82799409475215,2.891,2,-1.98961467448245,26.0879755045122,225.547,1.47697117977506
3.82416141775918,2.887,2,-1.98866524301141,26.1883817038713,234.984,1.47697117977506
3.82070598042448,2.884,2,-1.9901498125653,26.2970950279688,244.344,1.47697117977506
3.81727869623398,2.881,2,-1.98917850919042,26.399492610599,253.703,1.47697117977506
3.81386330978207,2.878,2,-1.99145436717835,26.501325417291,263.078,1.47697117977506
3.81040188112534,2.875,2,-1.98992341934838,26.601147184187,272.469,1.47697117977506
3.80694383534756,2.871,2,-1.99178457346249,26.7178896048534,281.844,1.47697117977506
3.80391784843245,2.869,2,-1.99008497231709,26.8203727190068,291.219,1.47697117977506
3.80037736596704,2.865,2,-1.991904963432,26.9245435418503,300.547,1.47697117977506
3.79721177724672,2.862,2,-1.9894952762933,27.0255618414483,309.89,1.47697117977506
3.79383634697685,2.859,2,-1.98897479719035,27.1334553928408,319.281,1.47697117977506
3.79064150289095,2.855,2,-1.98910916212736,27.2181752638329,328.625,1.47697117977506
3.78746227233793,2.853,2,-1.9878622401154,27.3081926658882,338.015,1.47697117977506
3.78381390767968,2.849,2,-1.99027848396903,27.4080580839344,347.39,1.47697117977506
3.78057343413228,2.846,2,-1.99033056604336,27.5057739427378,356.812,1.47697117977506
3.77718558032036,2.843,2,-1.98919769257404,27.619632257241,366.14,1.47697117977506
3.77355660158275,2.839,2,-1.99121720813047,27.7097202665107,375.5,1.47697117977506
3.77026318497238,2.835,2,-1.99031516973048,27.8009097569851,384.844,1.47697117977506
3.7666469195229,2.832,2,-1.98814312609966,27.9058003019463,394.25,1.47697117977506
3.76308452790373,2.829,2,-1.9891855735266,27.9948899240995,403.609,1.47697117977506
3.75954994595534,2.825,2,-1.99018051048615,28.087419247701,412.969,1.47697117977506
3.75580854346784,2.821,2,-1.99074137198786,28.1778605162464,422.312,1.47697117977506
3.75208208218619,2.818,2,-1.98797408818414,28.2663082583049,431.703,1.47697117977506
3.74829657231078,2.814,2,-1.98805948935806,28.3680611431548,441.078,1.47697117977506
3.74455102927998,2.811,2,-1.98929067990196,28.4375066094222,450.453,1.47697117977506
3.74084446158355,2.807,2,-1.98903742171122,28.5305950752168,459.844,1.47697117977506
3.73712572080149,2.803,2,-1.98910831445787,28.5968182307347,469.219,1.47697117977506
3.73344860071088,2.799,2,-1.99034462772488,28.675584946977,478.562,1.47697117977506
3.72962087155105,2.795,2,-1.98633097628107,28.7497218021454,487.937,1.47697117977506
3.72592746541873,2.791,2,-1.98584615873815,28.8130125094789,497.297,1.47697117977506
3.72228790276054,2.788,2,-1.99012985559814,28.8772780955456,506.625,1.47697117977506
3.7186593209614,2.784,2,-1.99026635850686,28.9334482145919,515.984,1.47697117977506
3.71505636018792,2.781,2,-1.990214154368,28.9927443371757,525.359,1.47697117977506
3.71157679473516,2.777,2,-1.98722895190729,29.0422010464731,534.797,1.47697117977506
3.70799476350711,2.775,2,-1.9903817487945,29.0886881017567,544.172,1.47697117977506
3.70471717933963,2.771,2,-1.9883700613827,29.1406698740115,553.515,1.47697117977506
3.70119242058969,2.768,2,-1.98908936196135,29.1822058713126,562.89,1.47697117977506
3.69805547707727,2.765,2,-1.98779845115901,29.2130828173454,572.25,1.47697117977506
3.69484039824204,2.761,2,-1.98769243204955,29.2391526495242,581.625,1.47697117977506
3.69154063358939,2.758,2,-1.98998234487391,29.2667209727588,590.969,1.47697117977506
3.68836034367634,2.755,2,-1.99140165484998,29.2978383132388,600.359,1.47697117977506
3.68514580721334,2.752,2,-1.98967777508156,29.322301895756,609.734,1.47697117977506
3.68203492308756,2.749,2,-1.99100890907711,29.3360543868324,619.047,1.47697117977506
3.67915542206964,2.745,2,-1.98869541457843,29.3623301144824,628.437,1.47697117977506
3.67620471208903,2.743,2,-1.99048578055322,29.3850635235847,637.765,1.47697117977506
3.67305043966502,2.739,2,-1.99061436083412,29.3877032879311,647.203,1.47697117977506
3.67021270828096,2.736,2,-1.98815620256749,29.4311718943593,656.531,1.47697117977506
3.66733710805545,2.734,2,-1.98766666052157,29.4434273325303,665.937,1.47697117977506
3.66443173748353,2.731,2,-1.98873532781972,29.4476036403086,675.281,1.47697117977506
3.66156131901429,2.728,2,-1.98952545121539,29.4768179195736,684.562,1.47697117977506
3.65883687046727,2.725,2,-1.98947119486481,29.4937599055839,693.906,1.47697117977506
3.65594502389378,2.723,2,-1.98997792744435,29.5032280841109,703.234,1.47697117977506
3.65312992196821,2.719,2,-1.98891536025534,29.5157250590123,712.594,1.47697117977506
3.65042243017398,2.717,2,-1.98978288698861,29.5302297085999,721.969,1.47697117977506
3.64743327562733,2.714,2,-1.98962224237502,29.5615313276488,731.344,1.47697117977506
3.64496297839108,2.711,2,-1.98732096073484,29.5681959544761,740.719,1.47697117977506
3.64217545214879,2.709,2,-1.99019289052134,29.5940718406297,750.078,1.47697117977506
3.63915266088593,2.706,2,-1.99156723118016,29.6257051483626,759.484,1.47697117977506
3.63676527019465,2.703,2,-1.99070623410064,29.6434947714766,768.797,1.47697117977506
3.63383578693783,2.7,2,-1.98960750421358,29.6760277659351,778.156,1.47697117977506
3.63115499772295,2.697,2,-1.98753038269777,29.7093381765326,787.578,1.47697117977506
3.62867793353449,2.695,2,-1.9912419858466,29.7178311131623,796.953,1.47697117977506
3.62592618937318,2.692,2,-1.98803619875014,29.7338686065744,806.344,1.47697117977506
3.62331116781424,2.689,2,-1.98907704208015,29.7648985620222,815.703,1.47697117977506
3.62081311115003,2.687,2,-1.99152319536253,29.7848238234415,825.062,1.47697117977506
3.61810783173139,2.684,2,-1.98960782734295,29.8276684493106,834.406,1.47697117977506
3.61558751069724,2.681,2,-1.98809112902675,29.8577972364204,843.812,1.47697117977506
3.61283919689918,2.679,2,-1.99215747750418,29.89381761238,853.14,1.47697117977506
3.61043128244923,2.677,2,-1.98789211740482,29.9184917924573,862.469,1.47697117977506
3.60780363120113,2.674,2,-1.98744660349117,29.9564303087202,871.828,1.47697117977506
3.60530795781172,2.671,2,-1.9891901319545,30.0040136828484,881.203,1.47697117977506
3.60265540765051,2.669,2,-1.98963374348933,30.0365002254655,890.594,1.47697117977506
3.6001602424803,2.666,2,-1.98692616154669,30.0658458611105,899.969,1.47697117977506
3.59775439782894,2.664,2,-1.98963642785868,30.0960158179681,909.297,1.47697117977506
3.59527117186065,2.662,2,-1.99035698566657,30.1422881076512,918.625,1.47697117977506
3.59297192668326,2.659,2,-1.9872043823297,30.1808809118258,928.062,1.47697117977506
3.59039921219586,2.657,2,-1.98846212318855,30.2238582982825,937.453,1.47697117977506
3.58781546498284,2.654,2,-1.98848166467437,30.2577629290507,946.828,1.47697117977506
3.58561522500345,2.652,2,-1.98894395822492,30.3047337536489,956.219,1.47697117977506
3.58317818465997,2.649,2,-1.99041730456318,30.3344445648726,965.594,1.47697117977506
3.58087827869911,2.647,2,-1.98740015946837,30.3739637687268,974.906,1.47697117977506
3.57852194429754,2.645,2,-1.98947713842086,30.4290344017526,984.265,1.47697117977506
3.57604568472686,2.642,2,-1.98922684412259,30.4677955251872,993.64,1.47697117977506
3.57390313712451,2.64,2,-1.98914497744027,30.5074574327466,1003.047,1.47697117977506
3.57166895316723,2.638,2,-1.98875062227638,30.546181225709,1012.359,1.47697117977506
3.56924708415789,2.636,2,-1.98636633656481,30.5951723229544,1021.719,1.47697117977506
3.56701355074696,2.633,2,-1.98844529704033,30.6469568672148,1031.109,1.47697117977506
3.5646106891918,2.631,2,-1.99089453691305,30.671892460526,1040.437,1.47697117977506
3.56251611476865,2.628,2,-1.98795032064983,30.7335492338243,1049.844,1.47697117977506
3.56036522177993,2.626,2,-1.98737119151027,30.7821960510573,1059.203,1.47697117977506
3.55807446671731,2.624,2,-1.99033896199171,30.8095499642997,1068.531,1.47697117977506
3.55599863631973,2.622,2,-1.99077459854522,30.8676938130636,1077.984,1.47697117977506
3.55366910578368,2.62,2,-1.98974984252699,30.8954563202853,1087.344,1.47697117977506
3.55157738871073,2.618,2,-1.98871847133076,30.9319447041397,1096.703,1.47697117977506
3.54951454631388,2.616,2,-1.98853013347377,30.9875241361733,1106.062,1.47697117977506
3.5473108172721,2.614,2,-1.98831769787531,31.028834334261,1115.453,1.47697117977506
3.54537740328454,2.611,2,-1.9885084300021,31.0652033643613,1124.812,1.47697117977506
3.54329367227842,2.609,2,-1.98881626922383,31.1085827875399,1134.14,1.47697117977506
3.54119420081387,2.607,2,-1.99027740294748,31.1596810970297,1143.531,1.47697117977506
3.53927736187238,2.605,2,-1.99013664418549,31.1940728656741,1152.89,1.47697117977506
3.53716971388438,2.603,2,-1.99065783419193,31.2463473087576,1162.25,1.47697117977506
3.53515788867368,2.601,2,-1.98609601632944,31.2910828191241,1171.609,1.47697117977506
3.53329398894879,2.599,2,-1.98764438030109,31.3349797649429,1181.031,1.47697117977506
3.53125186541803,2.597,2,-1.99064053134465,31.3721639848046,1190.375,1.47697117977506
3.52932526792588,2.595,2,-1.99015142051652,31.4063322501624,1199.765,1.47697117977506
3.52755708578982,2.593,2,-1.98918160387732,31.4366306829005,1209.109,1.47697117977506
3.52538013049342,2.591,2,-1.98950167816296,31.499541611577,1218.484,1.47697117977506
3.52358550366432,2.59,2,-1.98656968425998,31.5478196490952,1227.844,1.47697117977506
3.52166463669649,2.588,2,-1.98924914185806,31.6039015652468,1237.172,1.47697117977506
3.51996213126035,2.586,2,-1.98912346310949,31.6197582438695,1246.625,1.47697117977506
3.51811188691284,2.584,2,-1.98985525946008,31.6585560470369,1256,1.47697117977506
3.51623928349753,2.582,2,-1.98820212865354,31.7141675418822,1265.359,1.47697117977506
3.51456269419518,2.58,2,-1.98738041496363,31.7606587760638,1274.719,1.47697117977506
3.51268731678014,2.578,2,-1.98955434868598,31.8068253176018,1284.047,1.47697117977506
3.51090853082762,2.576,2,-1.99220237556961,31.8433298171764,1293.422,1.47697117977506
3.50920079936477,2.575,2,-1.9884731425313,31.8963104515608,1302.75,1.47697117977506
3.50744981545172,2.573,2,-1.99044578865211,31.92011183472,1312.078,1.47697117977506
3.50573993040087,2.571,2,-1.98936596654851,31.9669370193103,1321.422,1.47697117977506
3.50420166885152,2.57,2,-1.98906685931505,32.0093201444282,1330.859,1.47697117977506
3.50246171579032,2.568,2,-1.98879225998338,32.0468833034971,1340.25,1.47697117977506
3.50069307217013,2.566,2,-1.98869918883766,32.1064649124505,1349.594,1.47697117977506
3.49908429144069,2.564,2,-1.98606952015292,32.1522391675936,1359,1.47697117977506
3.49740471444348,2.563,2,-1.99031739288839,32.1818152848435,1368.359,1.47697117977506
3.49559008768884,2.561,2,-1.98860700202235,32.2117150703046,1377.734,1.47697117977506
3.49406467502245,2.56,2,-1.98970350860143,32.2634526760807,1387.109,1.47697117977506
3.49240887636959,2.558,2,-1.99418892111454,32.2947837247919,1396.469,1.47697117977506
3.49111620257573,2.556,2,-1.9904512697653,32.3403247641792,1405.812,1.47697117977506
3.48948488312243,2.555,2,-1.9868665792841,32.3733598506088,1415.14,1.47697117977506
3.48777581046295,2.553,2,-1.98996813474046,32.4205858142924,1424.453,1.47697117977506
3.4862382631861,2.552,2,-1.98838577156455,32.4607772647354,1433.844,1.47697117977506
3.48472397765768,2.55,2,-1.98746192946067,32.5106436083741,1443.156,1.47697117977506
3.48290181456625,2.548,2,-1.98890940031032,32.5451204069876,1452.531,1.47697117977506
3.48140460604558,2.547,2,-1.98908224564063,32.5840033293735,1461.875,1.47697117977506
3.48007416108898,2.546,2,-1.98776162503002,32.6296737839724,1471.203,1.47697117977506
3.47858346975855,2.544,2,-1.98784336952521,32.6669114339833,1480.547,1.47697117977506
3.47711108794404,2.542,2,-1.98739748834842,32.7121323010816,1489.969,1.47697117977506
3.47531555118683,2.541,2,-1.99057106385459,32.7555296025247,1499.344,1.47697117977506
3.47401178192141,2.54,2,-1.98991505062166,32.7933184444335,1508.687,1.47697117977506
3.47234866493078,2.538,2,-1.98844888798266,32.8385664296696,1518.015,1.47697117977506
3.47102284319262,2.536,2,-1.98911451628235,32.8654102199373,1527.453,1.47697117977506
3.46952584402258,2.535,2,-1.98783126481841,32.9055158250701,1536.828,1.47697117977506
3.46805493116729,2.534,2,-1.98953507556512,32.9560544005802,1546.219,1.47697117977506
3.46654113959583,2.532,2,-1.98920503637801,32.9956937945273,1555.547,1.47697117977506
3.46521746256292,2.53,2,-1.98881357517174,33.0407108421716,1564.844,1.47697117977506
3.46353881829167,2.529,2,-1.99229013289715,33.0684712440073,1574.187,1.47697117977506
3.46200523395775,2.528,2,-1.98948989816483,33.1185373281568,1583.531,1.47697117977506
3.46083837400372,2.526,2,-1.9915883997859,33.1694351985352,1592.875,1.47697117977506
3.45926635819425,2.525,2,-1.98858522676925,33.2136794948144,1602.265,1.47697117977506
3.45794811725301,2.524,2,-1.98811976118038,33.2456881655064,1611.594,1.47697117977506
3.45633644536761,2.522,2,-1.99142990417528,33.2840400403795,1620.969,1.47697117977506
3.45476206814022,2.52,2,-1.9869880387417,33.3339728790159,1630.359,1.47697117977506
3.45357357776654,2.519,2,-1.98907873570812,33.3773514245838,1639.703,1.47697117977506
3.45204399378484,2.517,2,-1.99011522374909,33.4043322377972,1649.047,1.47697117977506
3.45045572540769,2.516,2,-1.99004721164598,33.4415361428206,1658.406,1.47697117977506
