Voltage_measured,Voltage_charge,Current_charge,Current_measured,Temperature_measured,Time
3.62036983565298,0.003,0,-0.00193697177137997,26.0649698787606,0
3.30054268814896,1.484,-3.69,-3.69749590488872,26.0635142867957,2.484
3.72913505322669,4.467,1.498,1.50978445907141,26.0790662665331,5.109
3.74112980516292,4.488,1.498,1.51124314118424,26.0936790808164,7.562
3.74951469135745,4.499,1.498,1.51146040503164,26.1014712605665,10.093
3.75612877606984,4.504,1.5,1.51267472837273,26.104169979944,12.64
3.76235548479059,4.515,1.5,1.51118755505691,26.1076774886085,15.203
3.76768301847282,4.515,1.5,1.51137602466425,26.1001370804491,17.718
3.77258363127761,4.521,1.5,1.51108277915753,26.0816150277518,20.265
3.77689413673464,4.526,1.5,1.51205457996723,26.0690272693729,22.796
3.78149308727378,4.531,1.5,1.51288567414681,26.0706880018219,25.312
3.78531443561075,4.537,1.5,1.50991631134354,26.0581695457118,27.781
3.78909027673018,4.537,1.498,1.51056230575305,26.0442070972441,30.25
3.7926415461672,4.542,1.5,1.5088404555422,26.0302074022162,32.718
3.79578387405853,4.548,1.498,1.50761374095096,26.0231414882242,35.203
3.79919118985735,4.553,1.5,1.51076461488704,26.0037761113882,37.718
3.80258848649072,4.553,1.5,1.50910070505166,25.9901930681767,40.25
3.80541633662311,4.553,1.5,1.51271803687153,25.9780723773629,42.765
3.80823723419218,4.558,1.498,1.51256293541477,25.9694275494595,45.281
3.81114157683938,4.564,1.5,1.50964080300799,25.9517684779131,47.812
3.81369410728636,4.564,1.5,1.50940573602459,25.941497337548,50.328
3.81621713483246,4.569,1.5,1.50899660883614,25.9311527553406,52.796
3.81831006879238,4.569,1.5,1.50966515253808,25.9179934220832,55.281
3.82062800210204,4.575,1.5,1.51252661975938,25.8980780097313,57.734
3.8223698349982,4.575,1.5,1.5102326145962,25.8923508962538,60.203
3.8245375838131,4.575,1.5,1.5122019581637,25.8881824373925,62.734
3.82620416586138,4.575,1.5,1.51053597509931,25.8774116242442,65.25
3.82775900142762,4.58,1.5,1.51145980716424,25.8546627701494,67.781
3.82939612923707,4.58,1.5,1.51027307530004,25.8540092748124,70.296
3.83095117151807,4.58,1.5,1.50877202145451,25.83765295684,72.812
3.83214463194081,4.586,1.5,1.51107776897235,25.8262917574747,75.343
3.83342097929457,4.586,1.498,1.51068799806283,25.8197737792011,77.859
3.83441873980535,4.586,1.498,1.51139434364983,25.8106627525088,80.39
3.83595879748836,4.586,1.5,1.51057214107266,25.8011027015453,82.906
3.83652512138747,4.591,1.5,1.51050707165741,25.7943112788302,85.437
3.83779028455897,4.591,1.5,1.50998330435713,25.7829163116834,87.953
3.8385879282141,4.591,1.498,1.50932541675845,25.7751404519032,90.484
3.8392100463178,4.591,1.498,1.51280290832719,25.774450118757,93
3.84040868587506,4.591,1.5,1.50905113823166,25.7625640805279,95.515
3.84114296179622,4.591,1.498,1.51216826301139,25.7581714338372,98
3.84207423471887,4.596,1.498,1.51171890976604,25.7428764428738,100.468
3.84244234523409,4.596,1.5,1.51095379873026,25.7381496211462,102.937
3.84321176533308,4.596,1.498,1.51260552794485,25.7349585568645,105.406
3.84390677878802,4.596,1.5,1.50916349484153,25.7273048125948,107.937
3.8445915648165,4.596,1.5,1.50818295391881,25.7188897581332,110.453
3.84529373446264,4.596,1.5,1.51166321525758,25.7124551568444,112.984
3.84605847283454,4.596,1.5,1.50835815047111,25.7147876708745,115.5
3.84673705766588,4.602,1.5,1.51010058072113,25.7056640270502,118.031
3.84705248040328,4.602,1.5,1.51372712156493,25.6999747187864,120.546
3.84752601183755,4.602,1.5,1.51140834482013,25.6913752135601,123.062
3.84833443325639,4.602,1.5,1.50992903247436,25.6814891926761,125.593
3.84874615030331,4.602,1.498,1.51304583923101,25.6719462157622,128.109
3.84938463205327,4.602,1.498,1.50867742640133,25.6660527034437,130.64
3.84996216775362,4.602,1.5,1.51112877664479,25.6562873618377,133.156
3.85062893336439,4.602,1.498,1.50916367573762,25.6558032451996,135.687
3.85117821975289,4.602,1.5,1.50718165639749,25.6503878704794,138.203
3.85198746403256,4.602,1.5,1.51051763370952,25.6518210788757,140.734
3.852341001837,4.607,1.498,1.51243865691908,25.6416740387017,143.203
3.85299293110431,4.607,1.5,1.50800597485289,25.6423219889633,145.671
3.85305485265575,4.607,1.498,1.51067332622556,25.6299319344838,148.187
3.85396664715858,4.607,1.5,1.50883124723689,25.6249198271227,150.703
3.85447827413979,4.607,1.5,1.51432234955235,25.6310899192993,153.234
3.85513148951188,4.607,1.498,1.51093247198404,25.6200068528621,155.75
3.8557608413389,4.607,1.5,1.51066835265976,25.6188766850851,158.281
3.85620626446636,4.607,1.498,1.50943767925893,25.610503388158,160.796
3.85672735828303,4.613,1.498,1.5090699265106,25.6115419230965,163.328
3.85757977151942,4.613,1.5,1.51263742467902,25.6083400327074,165.843
3.85772293005607,4.613,1.5,1.5086913169639,25.596570598182,168.359
3.85819192641461,4.613,1.498,1.5099198301185,25.5974103678485,170.89
3.85886960386271,4.613,1.5,1.50686209953082,25.5805941294033,173.406
3.85932640883372,4.613,1.5,1.50917913590992,25.5820604614519,175.937
3.86029403696885,4.613,1.498,1.50991200498257,25.5834879463724,178.453
3.86068993839313,4.613,1.5,1.50646054163718,25.5789088799321,180.984
3.86130710628759,4.613,1.498,1.51291258477754,25.5788882784204,183.5
3.86163170573351,4.613,1.5,1.51093965596962,25.5736124383812,185.984
3.86244218569076,4.618,1.5,1.51072406398927,25.5711044239047,188.453
3.862768270165,4.618,1.498,1.51027848803817,25.5617300728801,190.984
3.86314135981702,4.618,1.5,1.51333319286646,25.5547441066504,193.453
3.86398843558035,4.618,1.5,1.51244487991013,25.5607954496978,195.921
3.8644361489339,4.618,1.498,1.51149189230597,25.5495186487288,198.39
3.86503787750201,4.618,1.5,1.51151600048688,25.5493003559549,200.859
3.86592457936566,4.618,1.498,1.51215450842315,25.5472897450327,203.343
3.8662573001945,4.623,1.5,1.50892671183332,25.5405885966199,205.875
3.86674964131978,4.623,1.5,1.51133347426146,25.5380085184362,208.39
