Voltage_measured,Voltage_charge,Current_charge,Current_measured,Temperature_measured,Time
3.69137021699094,0.003,0,-0.000980491233074633,26.7367966968874,0
3.352784743728,1.511,-3.785,-3.79304169386528,26.724760998616,2.469
3.807349366728,4.542,1.498,1.51294713548669,26.7411780050171,5.078
3.8177964914744,4.558,1.5,1.50915222600988,26.7536044618083,7.547
3.82443875818602,4.569,1.498,1.51140188200129,26.7663753921623,10.016
3.82910103254178,4.575,1.498,1.51009742667518,26.7722145518684,12.485
3.83288705639402,4.575,1.5,1.50974235408229,26.774400514318,14.969
3.83588503362964,4.58,1.5,1.51139924458643,26.7759002182129,17.438
3.83868943431114,4.586,1.5,1.5078214308288,26.7707255672507,19.906
3.84121394921953,4.586,1.5,1.50937290404996,26.7635428685447,22.438
3.84374453353623,4.591,1.5,1.51455267668945,26.7670018060007,24.969
3.84591487246479,4.591,1.5,1.50893353554488,26.7652045160608,27.485
3.84790783163771,4.596,1.5,1.50685907512874,26.7563830882148,30
3.849989437273,4.596,1.5,1.50726924874949,26.7459051134696,32.531
3.85203651526584,4.596,1.498,1.51059880096585,26.751823238883,35.047
3.85360409254712,4.596,1.5,1.50722013370482,26.7417006732585,37.578
3.85489373257468,4.602,1.5,1.5105323463597,26.7454035828305,40.094
3.85654846653236,4.602,1.5,1.51108666066682,26.7353047588765,42.61
3.85841680464283,4.602,1.5,1.51009156834973,26.7356196099228,45.11
3.85960086154616,4.607,1.5,1.50988495723524,26.7337662828791,47.578
3.86119162371382,4.607,1.5,1.50976622779308,26.7312560271076,50.094
3.86296498959502,4.607,1.498,1.51000779688655,26.7274262345027,52.625
3.86393116848075,4.607,1.5,1.51044537191652,26.7214868635403,55.141
3.86537697864404,4.613,1.5,1.51165835536413,26.7130077887997,57.672
3.86708038349096,4.613,1.5,1.50968786019148,26.7176057597115,60.188
3.86812449628939,4.613,1.5,1.51174232362864,26.7034870493375,62.703
3.86954503325081,4.618,1.498,1.51348869912585,26.7016255704409,65.188
3.8708542200484,4.618,1.5,1.50974911615895,26.6958890219923,67.656
3.87196597252461,4.618,1.5,1.50979267835494,26.6966659136189,70.125
3.87355541935188,4.623,1.5,1.5120088660489,26.6887994445887,72.594
3.87456085448523,4.623,1.5,1.508518826045,26.6910931826095,75.078
3.87566249500438,4.623,1.5,1.51041302150792,26.6867027940649,77.594
3.87684036974621,4.623,1.5,1.50965469094033,26.6788567025004,80.125
3.8786441897897,4.623,1.5,1.50677046008297,26.6760861541788,82.641
3.87896659911889,4.623,1.5,1.51346698980268,26.6776418277305,85.219
3.88049173540041,4.629,1.5,1.50924702988742,26.6798525269993,87.703
3.88145176569436,4.629,1.498,1.51419574408326,26.6717225966488,90.172
3.88312882305304,4.629,1.498,1.5017320153896,26.6652282801625,92.641
3.88370559695948,4.629,1.498,1.51145965890721,26.6572140478627,95.11
3.88522818580968,4.634,1.5,1.51154671626773,26.6631738640907,97.594
3.88598811910505,4.634,1.498,1.51199561262327,26.6576250066873,100.11
3.88711447581261,4.634,1.5,1.5120348632032,26.649452969488,102.625
3.88850234875705,4.634,1.5,1.51165656192117,26.6552744188576,105.156
3.88938718969691,4.634,1.5,1.511563490178,26.651046010699,107.735
3.89038066975897,4.64,1.5,1.51111682513934,26.6475417339047,110.25
3.8912926875467,4.64,1.5,1.51296482734689,26.6507581388387,112.781
3.89215644587557,4.64,1.498,1.51233175340347,26.6447822295247,115.297
3.89357790669018,4.64,1.5,1.51000647913476,26.6485841589143,117.828
3.89446452104838,4.64,1.5,1.5105465985286,26.6367926143249,120.344
3.89521186208882,4.64,1.5,1.5117481915356,26.6327728081203,122.828
3.89641679112693,4.645,1.5,1.51324372368172,26.6290083345765,125.313
3.89732846152161,4.645,1.5,1.51297619788597,26.6244100868267,127.781
3.89819579869589,4.645,1.5,1.51500618549926,26.6295345722482,130.25
3.89976866527024,4.645,1.5,1.50507684154884,26.6292333685591,132.781
3.90015332002756,4.645,1.498,1.51010024726433,26.6276768386242,135.297
3.90134002005477,4.645,1.5,1.51277659333504,26.6251096644824,137.828
3.90207868928447,4.65,1.498,1.50977753425226,26.6241603613918,140.344
3.90310835456988,4.65,1.5,1.5097092043886,26.620039252929,142.86
3.90404023278211,4.65,1.5,1.51204416475356,26.6143353779317,145.391
3.90500862225207,4.65,1.498,1.51120689409,26.6117301743916,147.938
3.90572389593902,4.65,1.5,1.51213451491036,26.6093855807617,150.406
3.90661894371172,4.656,1.5,1.50992660023647,26.6104640816865,152.891
3.90740567221917,4.656,1.498,1.50718470708522,26.6076782736153,155.406
3.90836864956457,4.656,1.5,1.51446844531711,26.6079033303831,157.938
3.90897625999576,4.656,1.498,1.51177854961469,26.6034293655206,160.453
3.91005080459524,4.656,1.498,1.51165338633991,26.6030104341578,162.985
3.9109449150039,4.661,1.498,1.51222341513305,26.6033896701378,165.5
3.91168788937691,4.661,1.498,1.50937807143304,26.5961347922192,168.031
3.91272817707482,4.661,1.498,1.50809035584893,26.6002240813979,170.547
3.91336765001617,4.661,1.498,1.51040455766345,26.6013101487029,173.078
3.91416480680285,4.661,1.5,1.51295336035079,26.5925312464397,175.594
3.91527825188415,4.661,1.498,1.51156475109234,26.5941690400872,178.11
3.9158974070765,4.661,1.498,1.5112193906306,26.5954857359561,180.641
3.9167552663859,4.661,1.5,1.51009937201623,26.5927674722329,183.156
3.9173787493294,4.661,1.5,1.51159862179934,26.5954504110896,185.656
3.91831715279344,4.667,1.5,1.51326411284131,26.5910325552099,188.125
3.91896263294518,4.667,1.5,1.51119584377092,26.5974828383874,190.594
3.91985751192681,4.667,1.498,1.51135325273961,26.5876092141773,193.078
3.92040109572351,4.667,1.5,1.51060238441037,26.5889775434613,195.61
3.92148188364135,4.667,1.5,1.5114131389241,26.586431575946,198.125
3.92171753565938,4.667,1.5,1.51177994206777,26.5797066716961,200.656
3.92281819159216,4.672,1.5,1.50941596995705,26.5787569150764,203.172
3.92333590740428,4.672,1.5,1.50889158840059,26.5814980178935,205.688
3.92382380696607,4.672,1.5,1.51008420222399,26.5807432552903,208.219
3.92474371679705,4.672,1.5,1.51125408907616,26.5723840009677,210.735
3.92568520001156,4.672,1.5,1.51148763628819,26.5822042902255,213.266
3.92624095628075,4.672,1.498,1.51059591644245,26.5784433395192,215.781
3.92685072909597,4.672,1.5,1.50991294043558,26.5798736843795,218.313
3.92738387268018,4.672,1.498,1.51011812324481,26.5733715899405,220.766
3.92830931454989,4.677,1.5,1.50860520232929,26.5770898614626,223.25
3.92891066569317,4.677,1.5,1.50810468027215,26.5772581476736,225.703
3.92949253658657,4.677,1.5,1.50902677490891,26.5812477905482,228.172
3.93005421180532,4.677,1.5,1.50889359577685,26.5812177142317,230.656
3.93066652219912,4.677,1.5,1.51137927842904,26.5779130121042,233.188
3.93141888365412,4.677,1.5,1.512902347646,26.5762723038402,235.703
3.93212462578845,4.677,1.5,1.51394251210595,26.5722305947451,238.219
3.93259318617721,4.683,1.5,1.51138052416416,26.5699395921604,240.75
3.93333226407348,4.683,1.5,1.51127367568127,26.5779923089689,243.266
3.93385405332519,4.683,1.5,1.51017010746252,26.5734911922713,245.797
3.93455119401127,4.683,1.5,1.5120708822382,26.5744207270677,248.313
3.93511623387507,4.683,1.5,1.50926306424506,26.5808585875006,250.844
3.93536490305636,4.683,1.5,1.50797704392022,26.5721208320804,253.36
3.93651598131796,4.683,1.5,1.51381177233123,26.5708942490212,255.891
3.93628860966479,4.683,1.498,1.51055936293238,26.5761052962917,258.406
3.93725570404926,4.683,1.5,1.51193527226385,26.5707082413848,260.938
3.93797690128393,4.683,1.5,1.51072147780412,26.5687586961187,263.391
3.93867112329775,4.688,1.5,1.50737768578277,26.5733305825695,265.922
3.93898577796735,4.688,1.5,1.51297962078785,26.5756399091661,268.453
3.93983992981678,4.688,1.5,1.5092934729245,26.5711355913309,270.969
3.94027716079236,4.688,1.498,1.5103127597476,26.5734012839053,273.485
3.9408479654322,4.688,1.5,1.51315193690787,26.5796718824007,276.016
3.94136439035656,4.688,1.5,1.50944848723335,26.5830260160578,278.531
3.94180145224034,4.688,1.498,1.51082231306058,26.5714482611402,281.063
3.94245146358831,4.688,1.5,1.50906549023552,26.5728115719918,283.578
3.94321120798477,4.688,1.5,1.51248950992601,26.5757022342312,286.11
3.94348798254643,4.688,1.498,1.50685597330953,26.5761301644326,288.625
3.94402143099171,4.694,1.498,1.5135620305702,26.584427390029,291.141
3.94458435561029,4.694,1.5,1.51223418568758,26.5858440960429,293.672
3.94475530962427,4.694,1.498,1.5095758659434,26.5836060139823,296.188
3.94552694076071,4.694,1.5,1.50862861842482,26.5808693360419,298.719
3.94609696656175,4.694,1.5,1.50691153482796,26.5818864289684,301.235
3.94635757724805,4.694,1.5,1.51331996755583,26.5849365978567,303.766
3.94706899469116,4.694,1.5,1.51236167853401,26.5809514040456,306.281
3.94750511110114,4.694,1.5,1.50840021962259,26.5796147728209,308.813
3.94810825406398,4.694,1.5,1.51025997479682,26.5864037763049,311.313
3.9484122026386,4.699,1.5,1.50986495686082,26.5872522044227,313.875
3.94896216019759,4.699,1.498,1.51079155703613,26.5827353698679,316.375
3.94937323788099,4.699,1.498,1.51104285300079,26.5856194559493,318.844
3.94991570558326,4.699,1.5,1.5095436257605,26.5920484889119,321.297
3.95029276234882,4.699,1.5,1.51362521123448,26.5935068607331,323.766
3.95081460459343,4.699,1.5,1.51259087790982,26.5882709659022,326.297
3.95121661760863,4.699,1.5,1.51271911410497,26.5863145631143,328.813
3.95150101604738,4.699,1.5,1.50946720665984,26.5932580915541,331.344
3.95220538256128,4.699,1.5,1.51351722692468,26.5995235503084,333.86
3.95255742666912,4.699,1.5,1.51010846813176,26.5951114758964,336.391
3.95318889678908,4.699,1.5,1.51005713824233,26.5955914788353,338.906
3.95344567651749,4.699,1.5,1.50926295293172,26.6037082005106,341.422
3.95429754418849,4.704,1.498,1.51065682197816,26.5976939578987,343.953
3.95443558101735,4.704,1.5,1.51204941150643,26.6009544322475,346.469
3.95515296060603,4.704,1.498,1.51117519241659,26.5992813381438,349
3.95539593442036,4.704,1.5,1.50770927985073,26.6065687366123,351.516
3.9555311283629,4.704,1.5,1.50906319084551,26.6121703900851,354.047
3.95590022352105,4.704,1.5,1.50667216754289,26.6004960105504,356.563
3.95663097252906,4.704,1.498,1.51249773489109,26.5986742466283,359.078
3.95700361335473,4.704,1.5,1.50994738039685,26.6055288755737,361.61
3.9575940406821,4.704,1.5,1.50965520372965,26.6022967114798,364.125
3.95791691555821,4.704,1.5,1.51268678877564,26.6092870876454,366.656
3.95796776205247,4.704,1.5,1.50971786000179,26.609417221468,369.172
3.95875016708884,4.704,1.5,1.50932679670587,26.6109981734936,371.688
3.95896219666608,4.704,1.5,1.50900704380411,26.604221770827,374.219
3.95947071337401,4.704,1.5,1.51291571628579,26.6124914732737,376.735
3.95971874248199,4.704,1.498,1.51336617398298,26.6035891344516,379.235
3.96028691827344,4.71,1.5,1.51062358082249,26.6136179129166,381.766
3.96061717249649,4.704,1.5,1.50950155309808,26.6133263930105,384.281
3.96094920059234,4.71,1.5,1.51224264086444,26.6108022167718,386.813
3.96119120433883,4.71,1.498,1.510956510742,26.6078525147717,389.328
3.96160430954684,4.71,1.5,1.51335175914415,26.6129654817334,391.844
3.96202097147084,4.71,1.5,1.50869853074395,26.615729735961,394.375
3.96250865133309,4.71,1.498,1.5093800590235,26.6210984894918,396.891
3.96274125987531,4.71,1.5,1.51186540341416,26.6249734699571,399.422
3.9631077593919,4.71,1.5,1.5134477830985,26.6293064083021,401.938
3.9635795731242,4.71,1.498,1.51117961796997,26.6230383647346,404.469
3.96378848636615,4.71,1.5,1.51312626304007,26.6250912567849,406.985
3.96451556658474,4.71,1.498,1.51142730261478,26.630499936203,409.5
3.96502732267359,4.71,1.5,1.50949641871559,26.6286971708905,412.031
3.96495249125823,4.71,1.5,1.51251483395338,26.634045511146,414.516
3.96525125137309,4.71,1.5,1.50961639327585,26.6369046787821,416.985
3.96592952511049,4.715,1.5,1.50905138623171,26.625059161738,419.453
3.96611457177026,4.715,1.5,1.50822460035771,26.6348114660815,421.922
3.96648072234176,4.715,1.5,1.5117705821926,26.6335032215095,424.438
3.96693456242376,4.715,1.5,1.50891902891185,26.6384676840896,426.969
3.96734196178203,4.715,1.5,1.5123501532143,26.641403856352,429.485
3.96754851392387,4.715,1.498,1.50948066287447,26.6399231744028,432
3.96801008585442,4.715,1.498,1.51026232442989,26.6457324420895,434.531
3.96816705792731,4.715,1.498,1.51154073505727,26.6544328284038,437.047
3.9685448699254,4.715,1.5,1.50934576339032,26.6431563358243,439.578
3.96892927342685,4.715,1.5,1.50905902407512,26.6478169120149,442.094
3.96923331531685,4.715,1.5,1.50864037613148,26.6534477558361,444.625
3.96947588641957,4.715,1.5,1.51111439390772,26.6561039682366,447.141
3.96973978337873,4.715,1.5,1.50938932944019,26.6644454741889,449.688
3.97026566110452,4.715,1.498,1.51010562429296,26.666173347084,452.219
3.97054964029716,4.721,1.498,1.50801074468152,26.6652501005102,454.735
