Voltage_measured,Voltage_charge,Current_charge,Current_measured,Temperature_measured,Time
3.67784682619862,0.002,-0.0006,-0.00257804876231665,26.287876753006,0
3.46724140946798,2.386,-2.2691,-2.2569061676177,26.2927861402474,2.547
3.80212164981568,4.529,1.4995,1.48990072660117,26.3042286641376,5.21899999999999
3.81372823302213,4.555,1.4995,1.49304106442788,26.3016075012031,7.688
3.82037873969027,4.555,1.4995,1.49271591165459,26.2851452943133,10.141
3.82610919846436,4.567,1.4995,1.49082124085771,26.2841872791434,12.641
3.8302996168796,4.567,1.4995,1.49145178989173,26.2771740589439,15.125
3.83420869740242,4.567,1.4995,1.49220220633117,26.2589417423362,17.641
3.83749108386571,4.58,1.4995,1.4893502603131,26.2435632660295,20.172
3.84023778321935,4.58,1.4995,1.49130201134187,26.2417938694928,22.688
3.84306949141401,4.58,1.4995,1.48952214190301,26.2289854502833,25.219
3.84530079321601,4.58,1.4995,1.49058858832762,26.223590250013,27.766
3.84728864699603,4.58,1.4995,1.49029550171649,26.2158076957805,30.282
3.84971631884268,4.593,1.4995,1.49031264958783,26.2107583261126,32.813
3.85133142313629,4.593,1.4995,1.49284550903965,26.1999078400339,35.328
3.85320287862636,4.593,1.4995,1.48986032192313,26.1903370548057,37.844
3.85473524210817,4.593,1.4995,1.49275932487387,26.1910764846564,40.328
3.85642719619229,4.593,1.4995,1.4904248342285,26.176155129199,42.797
3.8579055927916,4.593,1.4995,1.48976274413544,26.1722907221925,45.266
3.85936966138184,4.593,1.4995,1.49094228848667,26.1727373063912,47.735
3.86073253495886,4.605,1.4995,1.49075006533134,26.1681014153002,50.266
3.86217683564338,4.605,1.4995,1.49049604028307,26.1688485908654,52.75
3.86338563532442,4.605,1.4995,1.48834022241226,26.1619593531078,55.219
3.86459147135044,4.605,1.4995,1.49150315333795,26.1642477206305,57.688
3.86623978481574,4.605,1.4995,1.49102235274608,26.1574059495037,60.157
3.86728008770189,4.605,1.4995,1.49012344606674,26.1536910240001,62.672
3.86825433475061,4.605,1.4995,1.49186420231297,26.1517617934923,65.203
3.86975609284019,4.605,1.4995,1.48872126822731,26.1373169451545,67.719
3.87083567016027,4.605,1.4995,1.48997457994497,26.128594798956,70.25
3.87191050761201,4.605,1.4995,1.49360006773468,26.1220648929391,72.766
3.87278015528648,4.618,1.4995,1.4932640573752,26.1197298667641,75.282
3.87420701075849,4.618,1.4995,1.49043706458765,26.1088648150738,77.75
3.87527606115404,4.618,1.4995,1.49162270604123,26.0966818964476,80.235
3.87628178281849,4.618,1.4995,1.49145393374905,26.0963817309585,82.688
3.8771373090971,4.618,1.4995,1.49300581627643,26.0822681735613,85.157
3.87844711392602,4.618,1.4995,1.49212936810886,26.0930446522126,87.641
3.87935725681902,4.618,1.4995,1.49397418059531,26.0951586753591,90.157
3.88051768502941,4.618,1.4995,1.49315856755454,26.0888888800381,92.688
3.88163336835697,4.618,1.4995,1.49364224092335,26.0914122880539,95.188
3.88270995774029,4.618,1.4995,1.49068355891128,26.0882771112263,97.657
3.88359744412517,4.618,1.4995,1.49013415612331,26.0739931424539,100.125
3.88476198859015,4.618,1.4995,1.48915050474541,26.0691451632144,102.61
3.88562345883108,4.631,1.4995,1.49288263774086,26.0658373758612,105.125
3.8863518421536,4.631,1.4995,1.49391332437889,26.0642111615537,107.657
3.88746702228643,4.631,1.4995,1.49086523465724,26.061450838894,110.172
3.88857570451121,4.631,1.4995,1.49158324710288,26.0615145179236,112.688
3.88962165008791,4.631,1.4995,1.49073754532105,26.0579465392962,115.203
3.89041323643586,4.631,1.4995,1.4912605314022,26.0554720764549,117.735
3.89163709189055,4.631,1.4995,1.49122570893394,26.0518592292473,120.25
3.89220426290905,4.631,1.4995,1.49060154335709,26.0403527904845,122.782
3.89320796725526,4.631,1.4995,1.48870391505912,26.0427101330709,125.297
3.89423461963443,4.631,1.4995,1.49328042365792,26.0249827813172,127.828
3.89511258893828,4.631,1.4995,1.49271324097157,26.0302219124919,130.344
3.89639046032146,4.631,1.4995,1.48964920160959,26.0356781630981,132.86
3.89693728522105,4.643,1.4995,1.48973253669611,26.0351344065246,135.391
3.89780050753786,4.631,1.4995,1.4933900579781,26.0281542295743,137.907
3.89859624536274,4.631,1.4995,1.48857254381769,26.0312343844493,140.438
3.89954042072559,4.643,1.4995,1.48995280798774,26.0356455930611,142.891
3.9004956220124,4.643,1.4995,1.49338277105617,26.0390559731428,145.375
3.90148027095651,4.643,1.4995,1.49001636181662,26.0393569837511,147.828
3.90217767782744,4.643,1.4995,1.4917585642304,26.0336589644582,150.313
3.90296599762306,4.643,1.4995,1.49016737894657,26.0236403224699,152.782
3.90369354030287,4.643,1.4995,1.49388129919463,26.0194764949981,155.313
3.90435225313927,4.643,1.4995,1.49318571249384,26.0192595303965,157.828
3.90541827711635,4.643,1.4995,1.48843416155438,26.0259439941682,160.36
