Voltage_measured,Voltage_charge,Current_charge,Current_measured,Temperature_measured,Time
3.68228313749827,0.002,0,-0.000297330380981991,25.8186177201032,0
3.46883372493067,2.386,-2.2691,-2.25728803896321,25.8124137296893,2.484
3.80856895505663,4.542,1.4995,1.48828867175947,25.8224976968754,5.093
3.82012994106958,4.555,1.4995,1.49199695421217,25.8200259624358,7.562
3.82671487985137,4.567,1.4995,1.48934730243746,25.8228743314837,10.062
3.83189276982456,4.58,1.4995,1.49188396781281,25.8114157367037,12.593
3.83629500711369,4.58,1.4995,1.49028311449816,25.800629277174,15.062
3.83992162181926,4.58,1.4995,1.48785412481917,25.7914612535011,17.531
3.84247573209447,4.593,1.4995,1.49223235279196,25.7755495474667,20
3.84559804018417,4.593,1.4995,1.48897615276051,25.7690146858841,22.484
3.84830751959846,4.593,1.4995,1.48815314228399,25.7584939538243,25
3.85053242191854,4.593,1.4995,1.49195235142814,25.7514119475117,27.515
3.85286677418284,4.605,1.4995,1.48996935431153,25.7428059993459,30.109
3.85481723327737,4.605,1.4995,1.49248088950323,25.7386881150718,32.625
3.85706010729468,4.605,1.4995,1.48692280766267,25.7347845820288,35.156
3.85890949991831,4.605,1.4995,1.49563599299828,25.73368232322,37.671
3.86055486016041,4.605,1.4995,1.4925096569428,25.7268216211443,40.187
3.86202217845319,4.605,1.4995,1.48848739916778,25.7122798810069,42.656
3.86356694802167,4.605,1.4995,1.48707386132555,25.7119621670361,45.14
3.86509286858307,4.605,1.4995,1.49102261190398,25.6973175436445,47.593
3.86657312057607,4.618,1.4995,1.48988890232299,25.697060438559,50.062
3.86791501614813,4.618,1.4995,1.4878219791984,25.6981311297577,52.578
3.86944670557246,4.618,1.4995,1.48914357608439,25.6953162672893,55.078
3.87056257190541,4.618,1.4995,1.49117840396543,25.6867374995115,57.609
3.87215316579011,4.618,1.4995,1.48893929952735,25.6847236539333,60.125
3.87323168718039,4.618,1.4995,1.49196177426347,25.6750108845642,62.593
3.87470711307538,4.618,1.4995,1.49043343565572,25.6729022716431,65.078
3.87596166865027,4.618,1.4995,1.48969628167428,25.6728667661899,67.546
3.87730666879149,4.618,1.4995,1.49117022586292,25.6644037415748,70
3.87855266047768,4.631,1.4995,1.49218843569676,25.6669870897284,72.484
3.87976693829107,4.631,1.4995,1.49065207476839,25.6560154639873,75.031
3.88071307778543,4.631,1.4995,1.49080913650386,25.6521091499206,77.5
3.88214806776673,4.631,1.4995,1.49061178382773,25.6478820969612,79.984
3.88314569830568,4.631,1.4995,1.4888321564895,25.6551108633781,82.437
3.88419918923157,4.631,1.4995,1.49038119462025,25.6456291328046,84.906
3.88532703192105,4.631,1.4995,1.49046444880016,25.6431290594624,87.39
3.8865593425118,4.631,1.4995,1.49072986574595,25.6366406504265,89.921
3.88776328310509,4.631,1.4995,1.49010441235551,25.6390016758652,92.437
3.88852771996159,4.631,1.4995,1.49130844856493,25.6397810137634,94.906
3.88970501533733,4.631,1.4995,1.49115844449965,25.6332481017838,97.39
3.89100037052311,4.631,1.4995,1.48975970538783,25.6282897815304,99.843
3.8919933776486,4.631,1.4995,1.49252757190321,25.6285705986326,102.312
3.89301463762041,4.643,1.4995,1.48950572598021,25.6246098323644,104.796
3.89423169630338,4.643,1.4995,1.49053529700053,25.6270656492375,107.328
3.8951873071225,4.643,1.4995,1.49256275023365,25.6181469865393,109.843
3.89625297175047,4.643,1.4995,1.49083975090551,25.6149385326535,112.375
3.89735641984229,4.643,1.4995,1.49116204908216,25.6134110241966,114.843
3.89831037730462,4.643,1.4995,1.4901104316077,25.6133304467113,117.312
3.89899395267206,4.643,1.4995,1.49127774081724,25.6065200973643,119.781
